review_count,state,year_month,stars.x
210,BC,2011-08,1
458,TX,2012-07,5
132,CO,2008-07,4
188,TX,2009-10,3
66,OR,2017-03,4
527,MA,2013-05,4
367,FL,2015-02,5
128,MA,2017-11,4
703,TX,2015-11,3
454,OR,2013-05,5
93,OR,2018-07,1
703,TX,2012-12,4
703,TX,2012-10,3
527,MA,2017-12,2
545,FL,2015-11,4
181,MA,2014-11,4
545,FL,2010-06,3
458,TX,2017-11,2
66,OR,2015-05,1
703,TX,2017-11,4
527,MA,2008-10,3
63,OH,2011-10,5
527,MA,2014-01,1
107,FL,2015-03,1
454,OR,2017-09,5
170,BC,2008-11,3
181,MA,2014-11,5
367,FL,2016-09,2
207,OR,2013-10,4
703,TX,2013-09,5
703,TX,2009-07,5
207,OR,2008-07,2
207,OR,2012-04,4
454,OR,2015-05,5
527,MA,2017-01,4
703,TX,2015-12,2
131,FL,2018-07,5
170,BC,2012-09,1
188,TX,2010-09,1
132,CO,2013-05,5
367,FL,2018-06,3
703,TX,2014-06,4
545,FL,2011-12,4
454,OR,2013-04,4
545,FL,2014-07,3
207,OR,2017-11,5
367,FL,2013-12,5
527,MA,2011-08,4
703,TX,2010-08,5
10,OR,2014-02,1
545,FL,2018-10,3
129,FL,2015-03,4
545,FL,2016-10,5
367,FL,2018-08,5
703,TX,2009-12,4
75,FL,2016-01,3
181,MA,2014-12,5
545,FL,2015-02,5
527,MA,2014-01,4
367,FL,2016-02,5
454,OR,2008-11,4
703,TX,2007-11,5
458,TX,2013-02,2
454,OR,2013-12,5
527,MA,2010-02,5
545,FL,2011-02,5
703,TX,2014-06,1
207,OR,2013-07,3
703,TX,2011-11,4
527,MA,2007-04,4
527,MA,2010-05,4
458,TX,2014-04,5
454,OR,2017-11,5
545,FL,2011-08,5
703,TX,2018-11,5
703,TX,2017-09,5
129,FL,2015-01,4
66,OR,2016-09,1
703,TX,2011-05,4
188,TX,2014-05,2
458,TX,2011-06,2
207,OR,2011-02,5
181,MA,2018-04,5
207,OR,2015-03,5
527,MA,2013-06,4
131,FL,2017-11,4
128,MA,2017-09,1
210,BC,2018-05,4
131,FL,2019-04,4
367,FL,2019-07,2
129,FL,2018-10,3
703,TX,2012-10,5
207,OR,2019-10,5
367,FL,2017-03,3
703,TX,2011-05,3
131,FL,2019-10,5
207,OR,2019-09,5
131,FL,2020-03,5
458,TX,2020-02,3
703,TX,2011-01,2
367,FL,2020-01,4
703,TX,2016-06,3
107,FL,2019-04,1
128,MA,2015-06,2
188,TX,2015-07,5
129,FL,2020-09,5
367,FL,2019-03,5
131,FL,2019-03,2
188,TX,2013-02,2
188,TX,2008-11,2
527,MA,2019-07,5
170,BC,2019-10,5
703,TX,2020-11,5
129,FL,2019-02,5
181,MA,2019-05,5
527,MA,2019-06,1
367,FL,2016-04,5
170,BC,2017-07,1
545,FL,2017-03,5
703,TX,2019-08,4
129,FL,2020-08,2
367,FL,2019-02,4
454,OR,2014-09,1
10,OR,2014-02,1
527,MA,2020-09,5
545,FL,2019-02,5
527,MA,2019-04,4
367,FL,2019-11,4
458,TX,2018-03,5
454,OR,2011-07,4
527,MA,2019-10,4
703,TX,2019-05,5
703,TX,2016-01,4
545,FL,2019-03,3
545,FL,2019-08,3
367,FL,2020-09,5
210,BC,2020-01,5
703,TX,2019-06,5
63,OH,2020-02,4
454,OR,2020-04,5
458,TX,2020-03,5
188,TX,2019-07,2
527,MA,2019-06,5
545,FL,2016-10,5
131,FL,2019-07,5
367,FL,2019-07,4
10,OR,2016-10,4
16,OR,2019-08,5
545,FL,2018-04,3
367,FL,2019-07,2
132,CO,2019-03,1
454,OR,2019-08,5
545,FL,2015-05,3
181,MA,2019-08,5
367,FL,2019-10,5
545,FL,2019-08,1
367,FL,2019-10,2
703,TX,2012-10,4
107,FL,2019-11,1
128,MA,2020-01,4
545,FL,2020-01,4
367,FL,2017-04,5
545,FL,2020-02,5
107,FL,2020-03,4
181,MA,2020-02,4
367,FL,2020-11,5
458,TX,2017-04,3
188,TX,2019-09,4
207,OR,2020-03,3
207,OR,2019-07,4
367,FL,2020-02,4
367,FL,2019-05,2
75,FL,2019-03,3
210,BC,2014-08,1
367,FL,2019-08,4
207,OR,2019-03,5
181,MA,2020-01,1
181,MA,2020-04,5
527,MA,2011-07,1
703,TX,2012-07,4
545,FL,2018-12,3
545,FL,2019-03,2
703,TX,2015-08,3
181,MA,2019-01,1
132,CO,2019-02,5
703,TX,2017-04,3
703,TX,2019-05,4
454,OR,2019-07,5
181,MA,2019-05,4
545,FL,2019-12,5
545,FL,2017-03,5
170,BC,2019-04,2
210,BC,2017-02,2
545,FL,2019-11,3
458,TX,2018-08,2
129,FL,2020-01,2
367,FL,2019-10,5
458,TX,2019-08,5
188,TX,2019-07,2
132,CO,2020-02,1
458,TX,2019-12,1
367,FL,2018-07,4
527,MA,2014-01,1
66,OR,2019-02,5
188,TX,2019-03,1
131,FL,2019-01,5
129,FL,2019-05,2
16,OR,2019-06,4
545,FL,2018-08,5
66,OR,2020-05,1
458,TX,2019-10,4
129,FL,2020-02,3
63,OH,2020-02,5
129,FL,2017-05,3
703,TX,2012-04,5
6,BC,2018-01,3
207,OR,2018-11,5
210,BC,2017-08,1
132,CO,2016-03,5
703,TX,2013-08,4
181,MA,2020-01,4
545,FL,2019-03,4
128,MA,2019-05,1
703,TX,2019-06,4
703,TX,2013-01,5
458,TX,2019-09,5
131,FL,2017-06,4
454,OR,2016-09,3
129,FL,2017-09,2
545,FL,2019-05,3
458,TX,2019-10,5
210,BC,2018-09,4
170,BC,2019-08,5
210,BC,2010-09,3
75,FL,2015-08,3
458,TX,2019-09,5
66,OR,2018-07,2
703,TX,2019-07,3
132,CO,2020-05,5
458,TX,2019-01,1
131,FL,2019-01,5
458,TX,2019-03,4
454,OR,2015-05,4
128,MA,2007-02,3
458,TX,2019-08,5
107,FL,2019-08,2
454,OR,2019-07,1
458,TX,2019-09,5
107,FL,2019-07,1
6,BC,2018-11,5
367,FL,2019-12,3
458,TX,2016-01,3
11,FL,2020-02,5
367,FL,2019-07,4
545,FL,2012-12,5
129,FL,2015-06,4
75,FL,2018-09,3
128,MA,2018-01,1
458,TX,2013-06,5
170,BC,2019-07,5
545,FL,2019-10,3
527,MA,2019-12,1
63,OH,2019-10,5
458,TX,2019-01,1
527,MA,2020-05,1
75,FL,2015-05,5
75,FL,2019-07,3
131,FL,2019-04,5
129,FL,2019-12,4
703,TX,2016-07,5
367,FL,2019-03,5
93,OR,2017-09,3
458,TX,2018-12,5
367,FL,2018-12,4
367,FL,2020-10,2
207,OR,2019-05,5
367,FL,2017-07,5
93,OR,2018-10,1
367,FL,2018-03,2
170,BC,2017-05,2
545,FL,2014-04,5
10,OR,2017-10,2
545,FL,2017-09,3
458,TX,2019-03,5
458,TX,2018-10,5
703,TX,2017-12,1
367,FL,2019-03,5
132,CO,2019-06,1
458,TX,2019-07,4
93,OR,2020-01,1
367,FL,2016-12,3
10,OR,2012-02,3
367,FL,2019-07,5
10,OR,2014-11,1
11,FL,2020-02,5
210,BC,2016-02,1
367,FL,2020-10,5
703,TX,2020-01,5
367,FL,2019-11,5
545,FL,2018-12,5
458,TX,2020-02,5
128,MA,2016-10,5
188,TX,2016-06,4
107,FL,2016-08,5
545,FL,2019-02,4
170,BC,2018-07,5
66,OR,2017-02,5
210,BC,2018-02,1
28,FL,2018-11,1
545,FL,2017-12,5
131,FL,2017-01,5
454,OR,2019-02,5
454,OR,2018-04,4
703,TX,2016-06,4
129,FL,2019-06,4
66,OR,2018-08,1
703,TX,2018-05,1
545,FL,2019-11,1
131,FL,2021-01,5
63,OH,2018-12,1
458,TX,2019-05,1
367,FL,2018-09,5
545,FL,2019-10,5
188,TX,2019-06,2
181,MA,2017-02,5
454,OR,2019-09,1
703,TX,2019-05,1
454,OR,2019-07,5
454,OR,2020-04,5
703,TX,2020-04,5
63,OH,2020-06,4
132,CO,2018-12,5
93,OR,2020-02,1
458,TX,2013-04,4
527,MA,2009-12,5
454,OR,2019-10,5
63,OH,2016-12,4
545,FL,2018-09,2
703,TX,2008-03,4
129,FL,2019-05,3
210,BC,2019-01,2
129,FL,2018-04,4
128,MA,2018-03,1
367,FL,2019-04,5
188,TX,2018-10,3
188,TX,2018-10,4
367,FL,2019-04,1
454,OR,2020-05,3
545,FL,2019-09,3
75,FL,2019-07,1
454,OR,2019-09,3
75,FL,2017-04,1
210,BC,2018-09,4
188,TX,2019-10,1
131,FL,2020-03,5
129,FL,2019-11,3
454,OR,2020-08,5
367,FL,2019-06,5
75,FL,2019-07,1
458,TX,2019-07,3
188,TX,2015-01,5
545,FL,2015-07,5
131,FL,2019-03,4
131,FL,2019-01,3
367,FL,2013-09,5
545,FL,2020-01,2
527,MA,2019-06,5
210,BC,2018-03,1
66,OR,2020-03,5
170,BC,2018-12,2
170,BC,2020-08,2
210,BC,2017-02,3
703,TX,2019-08,1
131,FL,2016-12,4
10,OR,2015-08,3
6,BC,2019-04,5
703,TX,2016-09,4
527,MA,2016-02,3
188,TX,2019-09,1
545,FL,2019-01,4
132,CO,2017-08,5
454,OR,2012-09,1
367,FL,2019-03,5
545,FL,2018-02,1
454,OR,2015-12,1
207,OR,2020-08,1
367,FL,2018-10,5
458,TX,2019-07,5
367,FL,2019-07,3
181,MA,2019-10,5
210,BC,2018-08,3
207,OR,2019-10,5
454,OR,2019-10,5
545,FL,2020-01,5
132,CO,2018-09,1
66,OR,2019-06,5
545,FL,2018-03,4
170,BC,2019-12,1
181,MA,2019-11,5
131,FL,2019-10,5
454,OR,2020-02,5
367,FL,2019-12,5
458,TX,2019-04,1
545,FL,2019-08,5
367,FL,2020-03,5
75,FL,2020-02,2
75,FL,2019-06,5
454,OR,2019-12,3
458,TX,2019-07,1
367,FL,2019-04,5
454,OR,2015-04,5
188,TX,2015-08,1
545,FL,2009-07,5
367,FL,2019-05,4
458,TX,2018-07,2
545,FL,2018-12,4
207,OR,2015-11,4
66,OR,2017-10,1
129,FL,2019-02,2
545,FL,2019-03,5
454,OR,2008-01,4
545,FL,2018-07,4
545,FL,2017-07,3
188,TX,2020-02,1
181,MA,2018-04,5
93,OR,2019-07,5
703,TX,2019-09,4
210,BC,2019-08,3
703,TX,2015-06,5
129,FL,2020-04,3
210,BC,2019-01,2
129,FL,2016-03,4
458,TX,2018-11,5
93,OR,2019-08,5
703,TX,2018-02,1
131,FL,2019-05,5
181,MA,2017-05,4
527,MA,2019-06,1
210,BC,2018-04,4
93,OR,2019-03,2
527,MA,2016-12,3
527,MA,2015-10,4
703,TX,2016-03,3
181,MA,2014-11,5
188,TX,2018-06,4
93,OR,2017-06,1
545,FL,2019-01,5
207,OR,2019-04,2
66,OR,2020-01,5
131,FL,2019-02,5
527,MA,2015-11,1
454,OR,2019-10,5
367,FL,2019-08,3
170,BC,2019-06,2
454,OR,2016-05,4
188,TX,2019-01,1
454,OR,2018-11,5
188,TX,2019-01,1
703,TX,2012-08,4
181,MA,2020-09,5
703,TX,2019-01,4
207,OR,2019-02,4
131,FL,2019-01,5
545,FL,2019-01,5
703,TX,2012-01,5
28,FL,2018-02,3
367,FL,2019-04,5
458,TX,2016-03,1
93,OR,2019-04,1
367,FL,2019-04,5
63,OH,2016-10,4
454,OR,2018-04,2
132,CO,2020-05,5
132,CO,2012-02,4
458,TX,2020-02,5
458,TX,2017-03,4
131,FL,2018-01,4
703,TX,2019-01,1
128,MA,2019-01,1
367,FL,2019-03,5
131,FL,2019-07,3
170,BC,2019-01,3
63,OH,2018-02,5
367,FL,2019-07,5
545,FL,2019-07,2
367,FL,2020-01,5
454,OR,2020-02,5
11,FL,2020-01,4
454,OR,2019-10,3
367,FL,2019-12,5
703,TX,2018-10,5
545,FL,2019-01,4
458,TX,2017-09,5
129,FL,2015-02,3
545,FL,2018-12,2
210,BC,2015-02,1
703,TX,2019-01,1
128,MA,2018-11,4
129,FL,2018-08,4
129,FL,2017-06,3
703,TX,2012-02,5
129,FL,2014-10,2
703,TX,2016-03,5
207,OR,2018-07,5
367,FL,2017-11,1
545,FL,2014-06,4
207,OR,2019-02,5
128,MA,2019-02,2
129,FL,2018-02,5
75,FL,2019-03,1
545,FL,2018-01,3
454,OR,2017-04,1
128,MA,2019-03,2
128,MA,2019-04,3
703,TX,2019-02,4
207,OR,2018-12,5
128,MA,2017-01,2
545,FL,2015-01,2
454,OR,2018-04,5
545,FL,2019-04,1
367,FL,2019-03,5
367,FL,2019-04,5
703,TX,2019-05,5
545,FL,2019-05,1
132,CO,2019-03,5
545,FL,2019-04,4
181,MA,2019-07,4
11,FL,2019-04,1
210,BC,2018-08,3
367,FL,2015-06,4
181,MA,2019-01,3
66,OR,2019-02,5
703,TX,2016-06,4
181,MA,2016-03,1
454,OR,2018-12,5
131,FL,2018-09,4
75,FL,2019-03,4
454,OR,2017-06,5
703,TX,2018-11,5
210,BC,2018-06,1
458,TX,2018-08,4
545,FL,2019-06,5
188,TX,2019-02,2
170,BC,2017-10,1
458,TX,2015-10,5
129,FL,2019-10,4
132,CO,2013-09,2
128,MA,2019-03,1
703,TX,2019-06,3
527,MA,2009-12,5
367,FL,2019-03,5
545,FL,2018-07,3
93,OR,2018-03,1
703,TX,2017-08,4
66,OR,2018-10,5
527,MA,2008-01,5
188,TX,2019-03,1
66,OR,2018-04,1
210,BC,2019-11,1
63,OH,2019-05,5
93,OR,2019-05,5
132,CO,2015-10,2
545,FL,2019-02,5
703,TX,2014-07,1
527,MA,2013-06,1
458,TX,2019-09,3
107,FL,2018-06,5
703,TX,2015-07,1
181,MA,2019-08,2
458,TX,2017-01,3
66,OR,2017-10,1
181,MA,2018-10,2
181,MA,2019-05,5
367,FL,2018-12,5
66,OR,2018-10,3
545,FL,2019-12,3
545,FL,2019-02,5
188,TX,2019-08,1
107,FL,2012-01,1
367,FL,2019-05,5
170,BC,2019-08,4
545,FL,2020-01,5
170,BC,2019-04,2
63,OH,2013-11,4
545,FL,2018-06,5
703,TX,2016-01,5
454,OR,2019-10,5
66,OR,2018-04,1
545,FL,2020-01,5
75,FL,2019-07,1
210,BC,2016-01,3
181,MA,2019-05,4
107,FL,2019-05,5
545,FL,2018-11,5
454,OR,2019-04,4
207,OR,2020-02,5
181,MA,2018-05,5
129,FL,2019-03,3
545,FL,2019-03,5
367,FL,2019-08,5
132,CO,2017-01,4
458,TX,2020-02,4
129,FL,2019-06,4
545,FL,2020-03,5
545,FL,2019-10,5
93,OR,2019-09,1
454,OR,2017-04,2
170,BC,2019-07,2
527,MA,2019-03,1
75,FL,2017-07,5
545,FL,2020-02,2
207,OR,2019-06,5
132,CO,2020-03,5
545,FL,2019-01,5
131,FL,2020-01,2
545,FL,2019-08,3
129,FL,2019-06,4
703,TX,2019-01,2
93,OR,2019-06,5
545,FL,2020-02,1
454,OR,2019-08,5
210,BC,2020-02,3
107,FL,2019-02,4
181,MA,2020-04,5
66,OR,2019-06,2
132,CO,2019-03,5
210,BC,2019-03,1
170,BC,2019-06,5
545,FL,2020-02,5
703,TX,2018-11,4
28,FL,2019-10,4
545,FL,2020-03,5
188,TX,2018-07,1
367,FL,2014-01,1
458,TX,2019-07,5
545,FL,2018-10,4
545,FL,2018-12,4
703,TX,2018-03,4
129,FL,2011-07,3
131,FL,2019-08,5
454,OR,2019-09,3
703,TX,2013-07,5
703,TX,2012-01,3
454,OR,2018-10,1
527,MA,2019-03,3
170,BC,2019-08,5
458,TX,2019-03,4
63,OH,2019-10,4
63,OH,2018-10,2
367,FL,2020-08,5
93,OR,2020-09,1
545,FL,2016-01,4
188,TX,2018-12,1
367,FL,2020-11,3
703,TX,2016-06,3
210,BC,2010-12,2
545,FL,2019-04,4
188,TX,2019-10,3
131,FL,2020-09,5
703,TX,2018-09,2
454,OR,2019-04,4
131,FL,2020-05,5
545,FL,2019-04,5
188,TX,2012-12,1
367,FL,2014-08,3
129,FL,2019-01,4
454,OR,2018-10,5
107,FL,2019-09,4
11,FL,2019-09,1
545,FL,2015-05,4
181,MA,2016-11,4
93,OR,2016-01,1
181,MA,2019-10,2
454,OR,2019-11,1
367,FL,2019-03,1
66,OR,2020-06,5
545,FL,2018-07,5
28,FL,2018-10,3
703,TX,2016-11,5
367,FL,2020-01,3
458,TX,2018-07,5
458,TX,2018-10,1
703,TX,2018-01,1
458,TX,2019-06,1
545,FL,2019-07,1
367,FL,2020-08,4
367,FL,2017-12,1
210,BC,2015-07,1
458,TX,2019-06,3
458,TX,2012-08,5
132,CO,2019-08,3
703,TX,2014-06,5
207,OR,2019-10,1
170,BC,2019-05,2
367,FL,2019-03,5
703,TX,2011-06,1
458,TX,2020-01,1
367,FL,2019-12,5
545,FL,2017-02,5
703,TX,2017-10,5
93,OR,2020-10,5
454,OR,2019-10,4
703,TX,2012-08,3
210,BC,2018-02,5
545,FL,2018-11,4
367,FL,2020-09,5
93,OR,2019-06,5
545,FL,2019-12,5
454,OR,2019-05,5
207,OR,2018-02,1
63,OH,2020-01,4
367,FL,2015-06,4
545,FL,2020-01,5
458,TX,2020-01,5
207,OR,2019-03,1
703,TX,2011-06,1
458,TX,2020-10,5
367,FL,2016-12,5
210,BC,2019-09,2
545,FL,2016-01,4
181,MA,2020-01,2
93,OR,2019-01,1
210,BC,2015-05,4
207,OR,2019-06,5
93,OR,2019-10,3
367,FL,2020-03,3
128,MA,2016-11,5
210,BC,2020-02,1
703,TX,2020-01,5
454,OR,2016-04,3
75,FL,2015-06,5
458,TX,2013-09,5
210,BC,2020-02,2
545,FL,2015-05,5
132,CO,2012-05,5
703,TX,2014-04,4
527,MA,2013-12,5
93,OR,2020-03,1
458,TX,2020-06,5
132,CO,2016-04,4
545,FL,2017-08,4
545,FL,2019-01,3
131,FL,2019-05,5
545,FL,2020-08,3
703,TX,2019-07,5
454,OR,2019-11,3
458,TX,2019-12,4
207,OR,2019-08,5
210,BC,2019-11,1
107,FL,2020-01,4
129,FL,2020-11,4
545,FL,2018-09,3
458,TX,2019-12,5
458,TX,2019-04,5
367,FL,2019-12,5
131,FL,2020-06,5
527,MA,2019-12,1
181,MA,2018-11,5
458,TX,2019-07,5
129,FL,2016-11,3
129,FL,2019-02,5
132,CO,2017-10,1
188,TX,2019-07,2
367,FL,2019-08,2
367,FL,2018-12,5
129,FL,2014-12,3
545,FL,2018-12,3
131,FL,2016-10,5
181,MA,2019-04,1
367,FL,2020-02,2
545,FL,2019-10,3
454,OR,2019-10,3
93,OR,2018-07,2
188,TX,2019-11,1
181,MA,2019-01,5
129,FL,2016-10,4
210,BC,2016-07,3
66,OR,2018-02,5
545,FL,2018-12,5
703,TX,2017-08,1
545,FL,2019-06,4
367,FL,2019-04,5
703,TX,2014-05,5
703,TX,2019-08,1
545,FL,2015-09,1
454,OR,2019-05,5
6,BC,2019-11,5
93,OR,2019-06,1
181,MA,2019-08,5
210,BC,2018-06,2
107,FL,2018-10,3
93,OR,2020-05,2
132,CO,2014-10,4
131,FL,2019-01,5
207,OR,2017-10,3
367,FL,2017-04,4
367,FL,2019-08,1
703,TX,2018-01,4
703,TX,2019-10,3
458,TX,2018-10,4
545,FL,2017-03,4
131,FL,2020-08,4
129,FL,2020-01,3
210,BC,2020-09,5
132,CO,2019-01,1
703,TX,2020-09,5
527,MA,2016-07,1
545,FL,2019-06,5
181,MA,2019-12,4
367,FL,2019-05,5
545,FL,2016-02,2
75,FL,2019-03,3
703,TX,2013-06,4
181,MA,2019-03,3
454,OR,2019-12,3
107,FL,2020-01,4
545,FL,2020-01,4
75,FL,2015-05,5
458,TX,2019-12,4
128,MA,2020-02,4
458,TX,2020-02,5
188,TX,2017-04,2
367,FL,2020-07,5
527,MA,2006-09,4
131,FL,2020-09,3
545,FL,2019-04,4
128,MA,2019-05,2
367,FL,2020-03,4
66,OR,2019-02,1
63,OH,2020-12,3
66,OR,2020-10,5
93,OR,2017-02,2
188,TX,2018-02,1
181,MA,2019-05,5
458,TX,2019-05,5
367,FL,2020-02,5
545,FL,2017-05,5
170,BC,2012-10,4
66,OR,2019-03,5
367,FL,2019-06,3
454,OR,2010-11,5
458,TX,2021-01,4
545,FL,2018-06,2
545,FL,2020-02,5
367,FL,2019-10,5
188,TX,2018-02,5
367,FL,2019-02,4
210,BC,2020-10,5
545,FL,2020-01,5
703,TX,2009-10,1
454,OR,2020-02,5
75,FL,2020-02,5
188,TX,2014-03,4
170,BC,2020-12,1
454,OR,2019-10,5
367,FL,2019-07,5
128,MA,2020-06,1
63,OH,2019-06,3
131,FL,2019-12,5
129,FL,2020-09,3
207,OR,2019-08,5
458,TX,2014-10,4
545,FL,2016-10,4
107,FL,2018-11,1
93,OR,2019-05,1
170,BC,2020-06,5
107,FL,2014-08,1
545,FL,2012-02,5
545,FL,2016-04,5
93,OR,2019-07,5
458,TX,2015-01,4
181,MA,2018-02,4
207,OR,2019-04,5
454,OR,2020-08,5
454,OR,2020-01,2
131,FL,2019-12,5
66,OR,2019-03,1
367,FL,2013-12,1
703,TX,2020-08,4
458,TX,2019-04,5
367,FL,2020-06,5
545,FL,2019-04,4
131,FL,2018-09,4
527,MA,2019-10,4
545,FL,2019-06,4
545,FL,2019-10,5
367,FL,2021-01,1
454,OR,2018-08,2
181,MA,2020-09,5
545,FL,2019-09,5
545,FL,2019-06,4
210,BC,2013-09,1
11,FL,2019-07,4
93,OR,2020-09,2
454,OR,2020-10,4
188,TX,2015-01,4
207,OR,2019-07,5
170,BC,2021-01,5
545,FL,2019-09,5
181,MA,2019-01,1
458,TX,2020-09,5
703,TX,2019-08,4
188,TX,2018-02,1
545,FL,2018-09,4
63,OH,2020-03,5
367,FL,2020-02,2
703,TX,2012-09,5
210,BC,2020-03,1
210,BC,2020-08,5
107,FL,2016-03,1
545,FL,2018-11,4
131,FL,2021-01,5
188,TX,2020-08,3
132,CO,2019-02,4
129,FL,2013-05,4
210,BC,2019-07,3
170,BC,2016-12,5
545,FL,2018-12,3
93,OR,2017-11,2
703,TX,2008-07,4
6,BC,2019-04,1
703,TX,2019-02,4
703,TX,2011-09,4
93,OR,2018-07,2
454,OR,2020-06,5
367,FL,2020-07,1
188,TX,2019-02,3
188,TX,2019-05,3
181,MA,2018-10,5
527,MA,2019-06,1
132,CO,2020-07,4
454,OR,2020-03,5
703,TX,2014-06,5
131,FL,2019-11,3
545,FL,2020-02,1
367,FL,2020-01,5
367,FL,2019-08,5
129,FL,2020-08,3
367,FL,2019-12,5
75,FL,2015-11,5
129,FL,2018-12,1
458,TX,2018-06,4
10,OR,2017-01,1
367,FL,2020-05,5
170,BC,2017-06,5
132,CO,2020-02,1
545,FL,2011-02,5
545,FL,2019-11,1
181,MA,2019-01,1
210,BC,2020-02,2
454,OR,2018-03,1
527,MA,2019-04,1
367,FL,2018-05,2
107,FL,2016-02,2
66,OR,2016-10,1
129,FL,2019-10,4
11,FL,2019-08,3
188,TX,2013-04,4
703,TX,2017-11,1
66,OR,2018-12,4
454,OR,2020-02,4
703,TX,2018-03,4
545,FL,2019-05,5
703,TX,2018-06,5
181,MA,2020-04,3
188,TX,2016-11,3
131,FL,2019-09,5
75,FL,2017-12,4
107,FL,2015-05,5
131,FL,2020-11,1
367,FL,2020-08,1
458,TX,2016-06,5
207,OR,2019-05,5
63,OH,2012-05,4
458,TX,2012-01,5
170,BC,2016-08,1
75,FL,2015-12,1
131,FL,2019-05,5
703,TX,2019-08,1
207,OR,2019-10,5
367,FL,2019-12,4
703,TX,2013-06,1
210,BC,2021-01,5
703,TX,2021-01,5
63,OH,2020-09,1
28,FL,2018-11,2
527,MA,2020-07,2
527,MA,2012-05,5
458,TX,2017-12,1
188,TX,2020-03,2
458,TX,2020-09,5
458,TX,2020-10,5
545,FL,2019-04,4
170,BC,2017-09,5
131,FL,2017-08,4
458,TX,2019-05,4
703,TX,2019-08,2
207,OR,2019-02,4
367,FL,2019-03,4
545,FL,2019-07,4
131,FL,2017-08,1
367,FL,2013-11,1
367,FL,2018-12,4
367,FL,2015-05,1
545,FL,2016-12,5
458,TX,2011-11,4
75,FL,2015-07,2
128,MA,2016-12,2
545,FL,2019-01,5
107,FL,2017-04,3
131,FL,2018-12,1
545,FL,2016-02,5
207,OR,2021-01,5
367,FL,2019-01,5
458,TX,2014-12,4
703,TX,2017-04,5
131,FL,2019-06,4
545,FL,2019-10,1
454,OR,2008-08,5
454,OR,2019-10,5
545,FL,2019-08,5
545,FL,2019-08,5
210,BC,2019-08,4
107,FL,2019-12,3
128,MA,2019-11,5
458,TX,2012-12,4
545,FL,2020-01,5
545,FL,2020-01,5
207,OR,2018-11,1
545,FL,2020-01,3
527,MA,2018-02,5
545,FL,2019-11,2
188,TX,2013-04,1
367,FL,2019-06,5
527,MA,2019-10,5
703,TX,2015-04,3
129,FL,2018-01,3
458,TX,2018-12,5
545,FL,2019-01,4
367,FL,2019-03,3
75,FL,2020-01,2
181,MA,2018-11,5
367,FL,2020-09,2
63,OH,2020-11,3
454,OR,2008-01,4
367,FL,2019-11,3
458,TX,2020-09,4
181,MA,2019-07,2
129,FL,2019-01,4
128,MA,2018-10,2
66,OR,2018-01,1
545,FL,2019-02,1
454,OR,2020-01,1
703,TX,2019-06,3
458,TX,2019-02,4
132,CO,2017-10,5
170,BC,2018-08,1
367,FL,2020-02,3
367,FL,2018-02,5
181,MA,2019-01,5
132,CO,2020-07,5
367,FL,2019-08,5
367,FL,2019-07,5
210,BC,2018-08,2
545,FL,2015-06,4
207,OR,2019-05,5
93,OR,2020-01,4
367,FL,2018-07,2
454,OR,2019-07,1
545,FL,2020-02,4
454,OR,2020-04,5
367,FL,2019-09,3
703,TX,2015-11,3
63,OH,2017-01,1
132,CO,2018-08,4
458,TX,2015-10,5
131,FL,2020-12,5
454,OR,2015-10,2
458,TX,2020-02,5
367,FL,2020-02,3
131,FL,2019-06,1
454,OR,2017-03,5
703,TX,2019-08,5
131,FL,2019-07,5
545,FL,2019-08,5
545,FL,2018-06,4
527,MA,2017-07,3
63,OH,2019-02,4
75,FL,2015-10,4
188,TX,2015-09,5
210,BC,2016-08,2
545,FL,2011-06,5
128,MA,2016-04,5
210,BC,2019-09,5
188,TX,2019-03,3
527,MA,2020-10,1
454,OR,2011-04,4
454,OR,2014-04,1
207,OR,2018-11,5
207,OR,2020-10,5
129,FL,2018-11,2
132,CO,2018-02,1
188,TX,2016-12,2
454,OR,2020-06,3
131,FL,2020-09,5
131,FL,2019-05,5
527,MA,2009-02,2
703,TX,2018-07,4
170,BC,2016-08,1
703,TX,2011-08,4
545,FL,2019-02,4
131,FL,2019-08,2
28,FL,2019-02,4
132,CO,2017-04,1
210,BC,2012-06,3
454,OR,2013-04,4
454,OR,2019-10,1
454,OR,2016-02,3
367,FL,2019-09,5
454,OR,2019-12,5
131,FL,2020-04,5
458,TX,2020-04,5
210,BC,2014-02,1
170,BC,2016-12,1
170,BC,2020-05,2
188,TX,2018-08,1
458,TX,2019-05,5
107,FL,2019-01,4
454,OR,2019-03,5
188,TX,2009-09,2
128,MA,2018-05,4
367,FL,2019-06,3
703,TX,2018-05,5
527,MA,2019-02,5
545,FL,2018-07,5
129,FL,2017-12,4
131,FL,2019-01,1
128,MA,2018-12,2
545,FL,2019-04,3
132,CO,2019-04,5
367,FL,2013-09,5
128,MA,2015-08,5
545,FL,2020-02,5
545,FL,2019-03,4
545,FL,2019-04,3
170,BC,2018-01,3
527,MA,2019-06,1
367,FL,2019-07,5
367,FL,2019-01,4
170,BC,2018-11,5
131,FL,2019-01,5
527,MA,2019-12,4
75,FL,2019-04,1
527,MA,2010-05,5
129,FL,2016-04,4
93,OR,2018-11,1
129,FL,2018-11,3
75,FL,2016-04,4
210,BC,2019-04,2
458,TX,2019-04,1
545,FL,2020-01,5
703,TX,2012-07,2
188,TX,2020-01,1
545,FL,2019-08,2
210,BC,2019-09,1
